Solr_Field,Original_Name,Valid_Name,URI,Authority,Type,Relator,Action
mods_name_personal_creator_namePart_ms,"Gauri, Varun, 1966-","Gauri, Varun, 1966-",http://id.loc.gov/authorities/names/nr96021042,naf,personal,,
mods_name_personal_creator_namePart_ms,"Diesing, Paul","Diesing, Paul",http://id.loc.gov/authorities/names/n83125986,naf,personal,,
mods_name_personal_creator_namePart_ms,"Sardell, Alice","Sardell, Alice",http://id.loc.gov/authorities/names/n81015500,naf,personal,,
mods_name_personal_creator_namePart_ms,"Duer, John, 1782-1858","Duer, John, 1782-1858",http://id.loc.gov/authorities/names/n85252281,naf,personal,,
mods_name_personal_creator_namePart_ms,"Nickeson, Robert W.","Nickeson, Robert W.",,local,personal,,
mods_name_personal_creator_namePart_ms,"Stotz, Charles M.","Stotz, Charles M.",,local,personal,,
mods_name_personal_creator_namePart_ms,"Stave, Bruce M.","Stave, Bruce M.",http://id.loc.gov/authorities/names/n80001287,naf,personal,,
mods_name_personal_creator_namePart_ms,"Eaton, Joseph W., 1919-","Eaton, Joseph W., 1919-2012",http://id.loc.gov/authorities/names/n50024435,naf,personal,,
mods_name_personal_creator_namePart_ms,"Dawson, John L. (John Littleton), 1813-1870","Dawson, John L. (John Littleton), 1813-1870",http://id.loc.gov/authorities/names/nr92036011,naf,personal,,
mods_name_personal_creator_namePart_ms,"Woodruff, John","Woodruff, John",http://id.loc.gov/authorities/names/no2008120265,naf,personal,,
mods_name_personal_creator_namePart_ms,"Victor, Orville J. (Orville James), 1827-1910","Victor, Orville J. (Orville James), 1827-1910",http://id.loc.gov/authorities/names/n87805692,naf,personal,,
mods_name_personal_creator_namePart_ms,"Kintgen, Eugene R.","Kintgen, Eugene R.",http://id.loc.gov/authorities/names/n82139085,naf,personal,,
mods_name_personal_creator_namePart_ms,"Morehead, James T. (James Turner), 1797-1854","Morehead, James T. (James Turner), 1797-1854",http://id.loc.gov/authorities/names/no91003880,naf,personal,,
mods_name_personal_creator_namePart_ms,"Bernhard, Michael H.","Bernhard, Michael H.",http://id.loc.gov/authorities/names/n93008970,naf,personal,,
mods_name_personal_creator_namePart_ms,"Woodbridge, William C. (William Channing), 1794-1845","Woodbridge, William C. (William Channing), 1794-1845",http://id.loc.gov/authorities/names/no91003898,naf,personal,,
mods_name_personal_creator_namePart_ms,"Carrington, Margaret Irvin, 1831-1870","Carrington, Margaret Irvin, 1831-1870",http://id.loc.gov/authorities/names/n83005400,naf,personal,,
mods_name_personal_creator_namePart_ms,"Lapham, Increase Allen, 1811-1875","Lapham, Increase Allen, 1811-1875",http://id.loc.gov/authorities/names/n50037711,naf,personal,,
mods_name_personal_creator_namePart_ms,"Clay, Jehu Curtis, 1792-1863","Clay, Jehu Curtis, 1792-1863",http://id.loc.gov/authorities/names/nr91005898,naf,personal,,
mods_name_personal_creator_namePart_ms,"Bullitt, Alexander Clark, 1807-1868","Bullitt, Alexander Clark, 1807-1868",http://id.loc.gov/authorities/names/n84202047,naf,personal,,
mods_name_personal_creator_namePart_ms,"Chappell, Edward, 1792-1861","Chappell, Edward, 1792-1861",http://id.loc.gov/authorities/names/n86839668,naf,personal,,
mods_name_personal_creator_namePart_ms,"Magrath, T. W. (Thomas William), 1769-1851","Magrath, T. W. (Thomas William), 1769-1851",http://id.loc.gov/authorities/names/no2010070402,naf,personal,,
mods_name_personal_creator_namePart_ms,"Buckley, Maria L.","Buckley, Maria L.",http://id.loc.gov/authorities/names/n2021037414,naf,personal,,
mods_name_personal_creator_namePart_ms,"Volwiler, Albert T. (Albert Tangeman), 1888-1957","Volwiler, Albert T. (Albert Tangeman), 1888-1957",http://id.loc.gov/authorities/names/nr93007397,naf,personal,,
mods_name_personal_creator_namePart_ms,"Depew, Charles","Depew, Charles",,local,personal,,
mods_name_personal_creator_namePart_ms,"Brogan, Thomas Cyril","Brogan, Thomas Cyril",,local,personal,,
mods_name_personal_creator_namePart_ms,"Foster, S. H.","Foster, S. H.",,local,personal,,
mods_name_personal_creator_namePart_ms,"Filson, John, approximately 1747-1788","Filson, John, approximately 1747-1788",http://id.loc.gov/authorities/names/n50005135,naf,personal,,
mods_name_personal_creator_namePart_ms,1879-1925,1879-1925,,local,,,remove
mods_name_personal_creator_namePart_ms,"Bernthaler, Carl","Bernthaler, Carl, 1879-1925",http://id.loc.gov/authorities/names/n2013023590,naf,personal,,
mods_name_personal_creator_namePart_ms,1915-2007,1915-2007,,local,,,remove
mods_name_personal_creator_namePart_ms,1954,1954,,local,,,remove
mods_name_personal_creator_namePart_ms,"Rosenblum, Mathew","Rosenblum, Mathew",http://id.loc.gov/authorities/names/n88023207,naf,personal,,
mods_name_personal_creator_namePart_ms,"Malmesbury, James Harris, Earl of, 1746-1820","Malmesbury, James Harris, Earl of, 1746-1820",http://id.loc.gov/authorities/names/no90024785,naf,personal,,
mods_name_personal_creator_namePart_ms,"Martin, Jack, 1950-","Martin, Jack, 1950-",http://id.loc.gov/authorities/names/n82150105,naf,personal,,
mods_name_personal_creator_namePart_ms,"Fielding, T. H. (Theodore Henry), 1781-1851","Fielding, T. H. (Theodore Henry), 1781-1851",http://id.loc.gov/authorities/names/n79026734,naf,personal,,
mods_name_personal_creator_namePart_ms,"Wilson, Joseph R. (Joseph Ruggles), 1835-1903","Wilson, Joseph R. (Joseph Ruggles), 1835-1903",,local,personal,,
mods_name_personal_creator_namePart_ms,"Levin-Waldman, Oren M.","Levin-Waldman, Oren M.",http://id.loc.gov/authorities/names/n92046262,naf,personal,,
mods_name_personal_creator_namePart_ms,"McGovern, Charles C.","McGovern, Charles C.",,local,personal,,
mods_name_personal_creator_namePart_ms,"Strohmeyer, John, 1924-","Strohmeyer, John, 1924-2010",http://id.loc.gov/authorities/names/n85308716,naf,personal,,
mods_name_personal_creator_namePart_ms,"Harris, J. Morrison (James Morrison), 1817-1898","Harris, J. Morrison (James Morrison), 1817-1898",http://id.loc.gov/authorities/names/nr91016994,naf,personal,,
mods_name_personal_creator_namePart_ms,"Wilder, Robert Jay","Wilder, Robert Jay",http://id.loc.gov/authorities/names/n98011717,naf,personal,,
mods_name_personal_creator_namePart_ms,"Herbert, Anne Hemphill","Herbert, Anne Hemphill",,local,personal,,
mods_name_personal_creator_namePart_ms,"Slesnick, Esthyr.","Slesnick, Esthyr",,local,personal,,
mods_name_personal_creator_namePart_ms,"Bishop, Nathaniel H. (Nathaniel Holmes), 1837-1902","Bishop, Nathaniel H. (Nathaniel Holmes), 1837-1902",http://id.loc.gov/authorities/names/n90650730,naf,personal,,
mods_name_personal_creator_namePart_ms,"Baxter, Annette Kar","Baxter, Annette Kar",http://id.loc.gov/authorities/names/n81024841,naf,personal,,
mods_name_personal_creator_namePart_ms,"Eshleman, H. Frank (Henry Frank), 1869-1953","Eshleman, H. Frank (Henry Frank), 1869-1953",http://id.loc.gov/authorities/names/no99012182,naf,personal,,
mods_name_personal_creator_namePart_ms,1875-1965,1875-1965,,local,,,remove
mods_name_personal_creator_namePart_ms,"Schweitzer, Albert","Schweitzer, Albert, 1875-1965",http://id.loc.gov/authorities/names/n79090055,naf,personal,,
mods_name_personal_creator_namePart_ms,1857-1939,1857-1939,,local,,,remove
mods_name_personal_creator_namePart_ms,"Pratt, Waldo Selden","Pratt, Waldo Selden, 1857-1939",http://id.loc.gov/authorities/names/n50022866,naf,personal,,
mods_name_personal_creator_namePart_ms,1850-1923,1850-1923,,local,,,remove
mods_name_personal_creator_namePart_ms,"Mees, Arthur","Mees, Arthur, 1850-1923",http://id.loc.gov/authorities/names/no2008074668,naf,personal,,
mods_name_personal_creator_namePart_ms,"Davis, Charles A.","Davis, Charles A. (Musician)",http://id.loc.gov/authorities/names/no2001006708,naf,personal,,
mods_name_personal_creator_namePart_ms,1862-1950,1862-1950,,local,,,remove
mods_name_personal_creator_namePart_ms,"Damrosch, Walter","Damrosch, Walter, 1862-1950",http://id.loc.gov/authorities/names/no91016435,naf,personal,,
mods_name_personal_creator_namePart_ms,1854-1931,1854-1931,,local,,,remove
mods_name_personal_creator_namePart_ms,"Chadwick, G. W., (George Whitefield)","Chadwick, G. W., (George Whitefield)",,local,personal,,
mods_name_personal_creator_namePart_ms,1870-1951,1870-1951,,local,,,remove
mods_name_personal_creator_namePart_ms,"Cahier, Charles","Cahier, Charles, Mme., 1870-1951",http://id.loc.gov/authorities/names/n97064362,naf,personal,,
mods_name_personal_creator_namePart_ms,"Archer, Harry G., (Harry Glasier)","Archer, Harry G., (Harry Glasier)",,local,personal,,
mods_name_personal_creator_namePart_ms,"Cornell, S. S. (Sophia S.)","Cornell, S. S. (Sophia S.)",http://id.loc.gov/authorities/names/nr93044360,naf,personal,,
mods_name_personal_creator_namePart_ms,"Feinberg, Melissa","Feinberg, Melissa",http://id.loc.gov/authorities/names/n2005084616,naf,personal,,
mods_name_personal_creator_namePart_ms,"Work, Henry C. (Henry Clay), 1832-1884","Work, Henry C. (Henry Clay), 1832-1884",http://id.loc.gov/authorities/names/no90001045,naf,personal,,
mods_name_personal_creator_namePart_ms,"Wilson, Kate DeNormandie","Wilson, Kate DeNormandie",,local,personal,,
mods_name_personal_creator_namePart_ms,1865-1936,1865-1936,,local,,,remove
mods_name_personal_creator_namePart_ms,"Carl, William C., (William Crane)","Carl, William C., (William Crane)",,local,personal,,
mods_name_personal_creator_namePart_ms,"Webster, Beveridge","Webster, Beveridge",http://id.loc.gov/authorities/names/n2012018162,naf,personal,,
mods_name_personal_creator_namePart_ms,1871-1941,1871-1941,,local,,,remove
mods_name_personal_creator_namePart_ms,"Witmark, Isidore","Witmark, Isidore, 1871-1941",http://id.loc.gov/authorities/names/no96016743,naf,personal,,
mods_name_personal_creator_namePart_ms,1900-1991,1900-1991,,local,,,remove
mods_name_personal_creator_namePart_ms,"Krenek, Ernst","Krenek, Ernst, 1900-1991",http://id.loc.gov/authorities/names/n79068663,naf,personal,,
mods_name_personal_creator_namePart_ms,1886-1955,1886-1955,,local,,,remove
mods_name_personal_creator_namePart_ms,"Downes, Olin","Downes, Olin, 1886-1955",http://id.loc.gov/authorities/names/n84149912,naf,personal,,
mods_name_personal_creator_namePart_ms,"Karp, Richard","Karp, Richard",,local,personal,,
mods_name_personal_creator_namePart_ms,1892-1967,1892-1967,,local,,,remove
mods_name_personal_creator_namePart_ms,"De Sabata, Victor","De Sabata, Victor, 1892-1967",http://id.loc.gov/authorities/names/n79059137,naf,personal,,
mods_name_personal_creator_namePart_ms,1882-1977,1882-1977,,local,,,remove
mods_name_personal_creator_namePart_ms,"Stokowski, Leopold","Stokowski, Leopold, 1882-1977",http://id.loc.gov/authorities/names/n80050012,naf,personal,,
mods_name_personal_creator_namePart_ms,"Calvert, George Henry, 1803-1889","Calvert, George Henry, 1803-1889",http://id.loc.gov/authorities/names/n50032199,naf,personal,,
mods_name_personal_creator_namePart_ms,"Tennyson, Alfred Tennyson, Baron, 1809-1892","Tennyson, Alfred Tennyson, Baron, 1809-1892",http://id.loc.gov/authorities/names/n79142936,naf,personal,,
mods_name_personal_creator_namePart_ms,"Bacon-Foster, Corra, 1848?-1918","Bacon-Foster, Corra, Mrs., 1848?-1918",http://id.loc.gov/authorities/names/n2019042119,naf,personal,,
mods_name_personal_creator_namePart_ms,"Townsend, Virginia F. (Virginia Frances), 1836-1920","Townsend, Virginia F. (Virginia Frances), 1836-1920",http://id.loc.gov/authorities/names/n85821424,naf,personal,,
mods_name_personal_creator_namePart_ms,"Pike, Zebulon Montgomery, 1779-1813","Pike, Zebulon Montgomery, 1779-1813",http://id.loc.gov/authorities/names/n79022061,naf,personal,,
mods_name_personal_creator_namePart_ms,"Batchelor, Charles William, b. 1823","Batchelor, Charles William, 1823-",http://id.loc.gov/authorities/names/n86133522,naf,personal,,
mods_name_personal_creator_namePart_ms,"Baldwin, Henry, 1780-1844","Baldwin, Henry, 1780-1844",http://id.loc.gov/authorities/names/n88002721,naf,personal,,
mods_name_personal_creator_namePart_ms,"Harrison, S. A. (Samuel Alexander), 1822-1890","Harrison, S. A. (Samuel Alexander), 1822-1890",http://id.loc.gov/authorities/names/n88609975,naf,personal,,
mods_name_personal_creator_namePart_ms,"Holzner, Burkart.","Holzner, Burkart",http://id.loc.gov/authorities/names/n79120918,naf,personal,,
mods_name_personal_creator_namePart_ms,"Bailer-Jones, Daniela","Bailer-Jones, Daniela",http://id.loc.gov/authorities/names/no2009032607,naf,personal,,
mods_name_personal_creator_namePart_ms,"Wright, Silas","Wright, Silas",http://id.loc.gov/authorities/names/no2006064394,naf,personal,,
mods_name_personal_creator_namePart_ms,"Parrini, Carl P.","Parrini, Carl P.",http://id.loc.gov/authorities/names/no2003114953,naf,personal,,
mods_name_personal_creator_namePart_ms,"Richard, J. Fraise (Jacob Fraise), 1844-","Richard, J. Fraise (Jacob Fraise), 1844-",http://id.loc.gov/authorities/names/n82159033,naf,personal,,
mods_name_personal_creator_namePart_ms,"Sands, John Scott, 1844-1919","Sands, John Scott, 1844-1919",http://id.loc.gov/authorities/names/no94034076,naf,personal,,
mods_name_personal_creator_namePart_ms,"Worcester, Samuel, 1793-1844","Worcester, Samuel, 1793-1844",http://id.loc.gov/authorities/names/nr93025181,naf,personal,,
mods_name_personal_creator_namePart_ms,"Winterbotham, William, 1763-1829","Winterbotham, William, 1763-1829",http://id.loc.gov/authorities/names/n85247746,naf,personal,,
mods_name_personal_creator_namePart_ms,"Lloyd, Elisabeth","Lloyd, Elisabeth A.",http://id.loc.gov/authorities/names/n87107009,naf,personal,,
mods_name_personal_creator_namePart_ms,"Colton, Walter, 1797-1851","Colton, Walter, 1797-1851",http://id.loc.gov/authorities/names/n86053806,naf,personal,,
mods_name_personal_creator_namePart_ms,"Benney, James III","Benney, James, III",,local,personal,,
mods_name_personal_creator_namePart_ms,"Toerge, Frederick","Toerge, Frederick",,local,personal,,
mods_name_personal_creator_namePart_ms,"Toerge, George","Toerge, George",,local,personal,,
mods_name_personal_creator_namePart_ms,"Thomson, Charles, 1729-1824","Thomson, Charles, 1729-1824",http://id.loc.gov/authorities/names/n79081377,naf,personal,,
mods_name_personal_creator_namePart_ms,"Clare, John Fitzgibbon, Earl of, 1748-1802","Clare, John Fitzgibbon, Earl of, 1748-1802",http://id.loc.gov/authorities/names/n85024794,naf,personal,,
mods_name_personal_creator_namePart_ms,"Hayao, Kenji","Hayao, Kenji",http://id.loc.gov/authorities/names/n92065321,naf,personal,,
mods_name_personal_creator_namePart_ms,"Archer, W. Harry (William Harry).","Archer, W. Harry (William Harry).",,local,personal,,
mods_name_personal_creator_namePart_ms,"Barbour, James, 1775-1842","Barbour, James, 1775-1842",http://id.loc.gov/authorities/names/n83044753,naf,personal,,
mods_name_personal_creator_namePart_ms,"Byfield, Nathanael, 1653-1733","Byfield, Nathanael, 1653-1733",http://id.loc.gov/authorities/names/n85144116,naf,personal,,
mods_name_personal_creator_namePart_ms,"Swan, Ralph J.","Swan, Ralph J.",,local,personal,,
mods_name_personal_creator_namePart_ms,"Stiefel, H. C.","Stiefel, H. C.",http://id.loc.gov/authorities/names/no98063110,naf,personal,,
mods_name_personal_creator_namePart_ms,"Cotter, Arundel, 1883-1952","Cotter, Arundel, 1883-1952",http://id.loc.gov/authorities/names/n80113515,naf,personal,,
mods_name_personal_creator_namePart_ms,"Butler, Elizabeth Beardsley","Butler, Elizabeth Beardsley",http://id.loc.gov/authorities/names/n83319061,naf,personal,,
mods_name_personal_creator_namePart_ms,"Wayland, John Walter, 1872-1962","Wayland, John Walter, 1872-1962",http://id.loc.gov/authorities/names/n50023754,naf,personal,,
mods_name_personal_creator_namePart_ms,"Smyth, David William, Sir, 1764-1837","Smyth, David William, Sir, 1764-1837",http://id.loc.gov/authorities/names/nr93036902,naf,personal,,
mods_name_personal_creator_namePart_ms,"Nagel, Ernest, 1901-1985","Nagel, Ernest, 1901-1985",http://id.loc.gov/authorities/names/n50041346,naf,personal,,
mods_name_personal_creator_namePart_ms,"Gardner, Carl G.","Gardner, Carl G.",,local,personal,,
mods_name_personal_creator_namePart_ms,"Gardner, Mildred Alvine","Gardner, Mildred Alvine",,local,personal,,
mods_name_personal_creator_namePart_ms,"Jerry L. Caplan, 1927-2004","Jerry L. Caplan, 1927-2004",,local,personal,,
mods_name_personal_creator_namePart_ms,"Trimble, William F., 1947-","Trimble, William F., 1947-",http://id.loc.gov/authorities/names/n81148458,naf,personal,,
mods_name_personal_creator_namePart_ms,"McLeod, John Niel, 1806-1874","McLeod, John Niel, 1806-1874",http://id.loc.gov/authorities/names/no90002978,naf,personal,,
mods_name_personal_creator_namePart_ms,"Snively, William A. (William Andrew), 1833-1901","Snively, William A. (William Andrew), 1833-1901",http://id.loc.gov/authorities/names/nr98043946,naf,personal,,
mods_name_personal_creator_namePart_ms,"Greenberg, Martin Alan","Greenberg, Martin Alan",http://id.loc.gov/authorities/names/n83158287,naf,personal,,
mods_name_personal_creator_namePart_ms,1898-1975,1898-1975,,local,,,remove
mods_name_personal_creator_namePart_ms,"Schmertz, Robert (Robert Watson)","Schmertz, Robert (Robert Watson), 1898-1975",http://id.loc.gov/authorities/names/no96012160,naf,personal,,
mods_name_personal_creator_namePart_ms,"Ward, Harry M.","Ward, Harry M.",http://id.loc.gov/authorities/names/n79145607,naf,personal,,
mods_name_personal_creator_namePart_ms,"Randolph, John, 1773-1833","Randolph, John, 1773-1833",http://id.loc.gov/authorities/names/n50053915,naf,personal,,
mods_name_personal_creator_namePart_ms,"Duncan, J. Ann","Duncan, J. Ann",http://id.loc.gov/authorities/names/n78007067,naf,personal,,
mods_name_personal_creator_namePart_ms,"Hull, Raymona E., 1907-","Hull, Raymona E., 1907-",http://id.loc.gov/authorities/names/n79138643,naf,personal,,
mods_name_personal_creator_namePart_ms,"Burgess, Katrina, 1962-","Burgess, Katrina, 1962-",http://id.loc.gov/authorities/names/n92121553,naf,personal,,
mods_name_personal_creator_namePart_ms,"Wiley, Richard T. (Richard Taylor), 1856-","Wiley, Richard Taylor, 1856-",,local,personal,,
mods_name_personal_creator_namePart_ms,"United Electrical, Radio and Machine Workers of America","United Electrical, Radio and Machine Workers of America",http://id.loc.gov/authorities/names/n50057790,naf,corporate,,
mods_name_personal_creator_namePart_ms,1903-1996,1903-1996,,local,,,remove
mods_name_personal_creator_namePart_ms,"Davenport, Marcia","Davenport, Marcia, 1903-1996",http://id.loc.gov/authorities/names/n78096904,naf,personal,,
mods_name_personal_creator_namePart_ms,1968-,1968-,,local,,,remove
mods_name_personal_creator_namePart_ms,"Altmire, Jason","Altmire, Jason, 1968-",http://id.loc.gov/authorities/names/no2012146411,naf,personal,,
mods_name_personal_creator_namePart_ms,"Taylor, Frank (Frank Fonda), 1944-","Taylor, Frank (Frank Fonda), 1944-",http://id.loc.gov/authorities/names/n79041238,naf,personal,,
mods_name_personal_creator_namePart_ms,"Morrell, Benjamin, 1795-1839","Morrell, Benjamin, 1795-1839",http://id.loc.gov/authorities/names/nr89009040,naf,personal,,
mods_name_personal_creator_namePart_ms,"Wrenshall, John, 1761-1821","Wrenshall, John, 1761-1821",http://id.loc.gov/authorities/names/no2014139251,naf,personal,,
mods_name_personal_creator_namePart_ms,"Connors, Robert J., 1951-","Connors, Robert J., 1951-2000",http://id.loc.gov/authorities/names/n83125633,naf,personal,,
mods_name_personal_creator_namePart_ms,"Winslow, Stephen N. (Stephen Noyes), b. 1826","Winslow, Stephen N. (Stephen Noyes), 1826-",http://id.loc.gov/authorities/names/no00077434,naf,personal,,
mods_name_personal_creator_namePart_ms,"Goddard, Samuel Aspinwall, 1796-1886","Goddard, Samuel Aspinwall, 1796-1886",http://id.loc.gov/authorities/names/n86827993,naf,personal,,
mods_name_personal_creator_namePart_ms,"Turner, Margery J.","Turner, Margery J.",http://id.loc.gov/authorities/names/nr00036419,naf,personal,,
mods_name_personal_creator_namePart_ms,"Reighter, Frank C.","Reighter, Frank C.",,local,personal,,
mods_name_personal_creator_namePart_ms,"Sprague, William B. (William Buell), 1795-1876","Sprague, William B. (William Buell), 1795-1876",http://id.loc.gov/authorities/names/n79041938,naf,personal,,
mods_name_personal_creator_namePart_ms,"Ludmer, Josefina","Ludmer, Josefina",http://id.loc.gov/authorities/names/n85342336,naf,personal,,
mods_name_personal_creator_namePart_ms,"Boucherie, Anthony, b. 1746 or 7","Boucherie, Anthony, 1746 or 1747-",http://id.loc.gov/authorities/names/nr2005024547,naf,personal,,
mods_name_personal_creator_namePart_ms,"Adams, Herbert Baxter, 1850-1901","Adams, Herbert B. (Herbert Baxter), 1850-1901",http://id.loc.gov/authorities/names/n50036850,naf,personal,,
mods_name_personal_creator_namePart_ms,"Armstrong, Edward, 1846-1928","Armstrong, Edward, 1846-1928",http://id.loc.gov/authorities/names/n86095853,naf,personal,,
mods_name_personal_creator_namePart_ms,"Farnham, Eliza W. (Eliza Wood), 1815-1864","Farnham, Eliza W. (Eliza Wood), 1815-1864",http://id.loc.gov/authorities/names/n50011918,naf,personal,,
mods_name_personal_creator_namePart_ms,"Holmes, Larry E. (Larry Eugene), 1942-","Holmes, Larry E. (Larry Eugene), 1942-2022",http://id.loc.gov/authorities/names/no90011571,naf,personal,,
mods_name_personal_creator_namePart_ms,"Bayne, Walter McPherson, 1795-1859","Bayne, Walter McPherson, 1795-1859",http://id.loc.gov/authorities/names/nr96039709,naf,personal,,
mods_name_personal_creator_namePart_ms,"Littell, William, 1768-1824","Littell, William, 1768-1824",http://id.loc.gov/authorities/names/n88222176,naf,personal,,
mods_name_personal_creator_namePart_ms,"Gouge, William M., 1796-1863","Gouge, William M., 1796-1863",http://id.loc.gov/authorities/names/n50034745,naf,personal,,
mods_name_personal_creator_namePart_ms,"Hutchings, W. E. (William E.)","Hutchings, W. E. (William E.)",,local,personal,,
mods_name_personal_creator_namePart_ms,"Hesselbein, Frances","Hesselbein, Frances",http://id.loc.gov/authorities/names/n95090360,naf,personal,,
mods_name_personal_creator_namePart_ms,"Gibbs, Josiah F. (Josiah Francis), b. 1845","Gibbs, Josiah F. (Josiah Francis), 1845-1932",http://id.loc.gov/authorities/names/no94043871,naf,personal,,
mods_name_personal_creator_namePart_ms,"Salisbury, Robert Holt, 1930-","Salisbury, Robert H., 1930-2010",http://id.loc.gov/authorities/names/n79107826,naf,personal,,
mods_name_personal_creator_namePart_ms,"McCafferty, E. D.","McCafferty, E. D.",http://id.loc.gov/authorities/names/no2009015375,naf,personal,,
mods_name_personal_creator_namePart_ms,"Ogul, Morris S., 1931-","Ogul, Morris S., 1931-",http://id.loc.gov/authorities/names/n80057080,naf,personal,,
mods_name_personal_creator_namePart_ms,"Hough, Franklin Benjamin, 1822-1885","Hough, Franklin B. (Franklin Benjamin), 1822-1885",http://id.loc.gov/authorities/names/n50030005,naf,personal,,
mods_name_personal_creator_namePart_ms,"M'Kinney, Mordecai, ca. 1796-1867","M'Kinney, Mordecai, approximately 1796-1867",http://id.loc.gov/authorities/names/n88001853,naf,personal,,
mods_name_personal_creator_namePart_ms,"Stewart, Howard","Stewart, Howard",,local,personal,,
mods_name_personal_creator_namePart_ms,"Riddle, D. H. (David Hunter), 1805-1888","Riddle, D. H. (David Hunter), 1805-1888",http://id.loc.gov/authorities/names/n86844918,naf,personal,,
mods_name_personal_creator_namePart_ms,"Fleming, George Thornton, 1855-1928","Fleming, George Thornton, 1855-1928",http://id.loc.gov/authorities/names/no2011043831,naf,personal,,
mods_name_personal_creator_namePart_ms,"Gottlieb, Peter","Gottlieb, Peter",,local,personal,,
mods_name_personal_creator_namePart_ms,"Todd, Charles Burr, 1849-","Todd, Charles Burr, 1849-1928",http://id.loc.gov/authorities/names/n50013832,naf,personal,,
mods_name_personal_creator_namePart_ms,"Shaw, Frederick, 1833-","Shaw, Frederick, 1833-",,local,personal,,
mods_name_personal_creator_namePart_ms,"Forster, Cindy, 1957-","Forster, Cindy, 1957-",http://id.loc.gov/authorities/names/n2001037257,naf,personal,,
mods_name_personal_creator_namePart_ms,"Etting, Frank M. (Frank Marx)","Etting, Frank M. (Frank Marx)",http://id.loc.gov/authorities/names/n88656667,naf,personal,,
mods_name_personal_creator_namePart_ms,"Young, Samuel, b. 1821","Young, Samuel, b. 1821",,local,personal,,
mods_name_personal_creator_namePart_ms,"Cowan, John Pryor, 1875-","Cowan, John Pryor, 1875-",,local,personal,,
mods_name_personal_creator_namePart_ms,"Searight, Thomas B. (Thomas Brownfield)","Searight, Thomas B. (Thomas Brownfield)",http://id.loc.gov/authorities/names/n83130589,naf,personal,,
mods_name_personal_creator_namePart_ms,"Moseley, Edwin M. (Edwin Maurice), 1916-1978","Moseley, Edwin M. (Edwin Maurice), 1916-1978",http://id.loc.gov/authorities/names/no98115937,naf,personal,,
mods_name_personal_creator_namePart_ms,"Pope, John, 1749-1802","Pope, John, 1749-1802",http://id.loc.gov/authorities/names/n78082173,naf,personal,,
mods_name_personal_creator_namePart_ms,"Drake, Samuel Gardner, 1798-1875","Drake, Samuel G., 1798-1875",http://id.loc.gov/authorities/names/n50027520,naf,personal,,
mods_name_personal_creator_namePart_ms,"Hunt, William E. (William Ellis), 1833-1919","Hunt, William E. (William Ellis), 1833-1919",http://id.loc.gov/authorities/names/no91015931,naf,personal,,
mods_name_personal_creator_namePart_ms,"Perkins, William S.","Perkins, William S.",http://id.loc.gov/authorities/names/nr96017614,naf,personal,,
mods_name_personal_creator_namePart_ms,"Washburn, Israel, 1813-1883","Washburn, Israel, Jr., 1813-1883",http://id.loc.gov/authorities/names/n90652132,naf,personal,,
mods_name_personal_creator_namePart_ms,"Blair, Hugh, 1718-1800","Blair, Hugh, 1718-1800",http://id.loc.gov/authorities/names/n50008509,naf,personal,,
mods_name_personal_creator_namePart_ms,"Vincent, Francis, 1822-1884","Vincent, Francis, 1822-1884",http://id.loc.gov/authorities/names/no2005049081,naf,personal,,
mods_name_personal_creator_namePart_ms,"Casson, Herbert Newton, 1869-1951","Casson, Herbert Newton, 1869-1951",http://id.loc.gov/authorities/names/n79095157,naf,personal,,
mods_name_personal_creator_namePart_ms,"Russell, Dallmeyer","Russell, Dallmeyer",,local,personal,,
mods_name_personal_creator_namePart_ms,"Tracy, Uriah, 1755-1807","Tracy, Uriah, 1755-1807",http://id.loc.gov/authorities/names/n85351583,naf,personal,,
mods_name_personal_creator_namePart_ms,"McCardell, Lee","McCardell, Lee, 1901-1963",http://id.loc.gov/authorities/names/n85212338,naf,personal,,
mods_name_personal_creator_namePart_ms,"Dawes, E. C. (Ephraim Cutler), b. 1840","Dawes, E. C. (Ephraim Cutler), 1840-1895",http://id.loc.gov/authorities/names/no95018098,naf,personal,,
mods_name_personal_creator_namePart_ms,"Harbaugh, Henry, 1817-1867","Harbaugh, Henry, 1817-1867",http://id.loc.gov/authorities/names/n90639364,naf,personal,,
mods_name_personal_creator_namePart_ms,"Comical, Christopher","Comical, Christopher",http://id.loc.gov/authorities/names/no2008040825,naf,personal,,
mods_name_personal_creator_namePart_ms,1918-1992,1918-1992,,local,,,remove
mods_name_personal_creator_namePart_ms,"Durkalski, John","Durkalski, John, 1918-1992",,local,personal,,
mods_name_personal_creator_namePart_ms,1952-,1952-,,local,,,remove
mods_name_personal_creator_namePart_ms,"St. John, Richard","St. John, Richard",,local,personal,,
mods_name_personal_creator_namePart_ms,"Horrocks, Christopher","Horrocks, Chris (Associate professor in art history)",http://id.loc.gov/authorities/names/n97100110,naf,personal,,
mods_name_personal_creator_namePart_ms,"Hazen, Edward","Hazen, Edward",http://id.loc.gov/authorities/names/nr90008620,naf,personal,,
mods_name_personal_creator_namePart_ms,"McClintock, Walter","McClintock, Walter, 1870-1949",http://id.loc.gov/authorities/names/n91094021,naf,personal,,
mods_name_personal_creator_namePart_ms,1871-1943,1871-1943,,local,,,remove
